40 115 122 138 158 167 172 212 219 261,-1.2254,-0.704125,0.646661,-1.48024,-0.0510671,-0.601131,0.319877,-0.445162,1.06624,-0.413189,-0.165678,-0.0089073,-0.544817,0.786439,0.702519,1.04597,0.298147,1.11512,0.254855,0.278079,1.50944,-0.58705,0.807829,-0.0325256,-0.296465,1.03733,0.0206198,-0.449383,0.846747,0.335479,0.209658,0.475673,-0.282057,-0.106389,1.04853,0.947534,-0.709233,0.461496,1.04614,0.72605,-0.250642,0.0945091,1.32521,0.966038,0.167426,-0.866113,-0.136047,-0.241733,-0.772695,1.14704,1.22456,-0.0465888,0.918742,1.17282,-1.30728,-1.04112,-0.213563,-0.175314,1.36645,1.22458,1.03423,0.794924,-0.070677,0.556991
34 42 46 171 173 179 182 211 251 272,-0.0793842,0.371764,0.370537,-1.00958,0.753372,-0.323055,-0.264816,0.0645238,-0.321353,1.07897,0.120081,-0.668234,-0.744009,0.00834091,0.11222,0.744022,0.087098,1.34234,0.87261,0.711849,-0.695706,0.81826,0.302664,0.334373,0.379937,1.13499,1.00367,-1.12448,-0.824743,0.696178,-0.433375,1.10842,0.777311,-0.802797,0.496765,-0.135429,0.324007,0.151473,-0.668056,-0.656307,0.0788524,-0.315826,-0.173195,0.150074,-1.05434,-0.678486,-0.418611,-0.611113,-0.377987,-0.605147,1.19235,-0.278106,-0.0297395,0.88931,-0.629822,0.196641,-0.614338,0.619854,-0.256598,-0.0616145,-0.0120298,-0.0993543,-0.643666,0.957501
7 155 158 212 236 261 272 284 288,-0.0963902,-0.91128,0.192798,-1.23189,0.385239,0.41648,1.10927,-0.446531,-0.148623,-0.277566,-0.114089,0.247833,-0.791911,0.579887,0.194916,0.934544,-0.672657,0.896235,0.987642,0.270226,1.01939,-0.121265,0.185431,0.352186,0.171952,0.229068,-0.0399698,-0.228289,0.566065,-0.916374,0.132199,-0.468167,-0.30888,0.30556,-0.354653,0.0768631,-0.222894,-0.616,0.0538039,0.438853,0.263956,-0.609476,0.2829,0.725942,0.0667897,-0.117515,0.311948,0.0343789,0.40856,1.17699,1.08525,-0.45481,1.1376,1.00354,-0.562366,-0.451747,-0.100557,-0.548919,-0.203577,0.171999,0.219232,0.360881,0.642793,-1.05803
52 56 236 279 284,0.136807,-0.387294,-0.798282,-0.732612,-0.362436,-0.36861,0.670398,0.697005,0.647639,-0.92426,0.320253,0.0821003,-0.616497,0.838071,-0.302322,0.0319301,-1.05292,0.784756,-0.132643,0.38383,0.326279,-0.23174,0.864184,0.349654,0.328422,-0.375656,-0.264688,-0.627967,0.619785,-0.665321,-0.402456,-0.359996,0.0490038,-0.56794,-0.45618,0.647384,-0.480027,-0.0843042,-0.457506,-0.228179,0.304883,0.53817,-0.631411,-0.327179,-0.447725,0.226143,-0.0215338,0.295933,-0.158615,0.412755,0.604295,0.398339,0.448846,0.870646,-0.436416,-0.430175,-0.492115,-0.866444,0.910211,0.447132,0.734791,-0.274104,-0.293769,0.391087
8 42 49 101 130 179 232 251,0.690404,0.432703,0.99204,-1.17934,0.69154,-1.05194,0.0414204,-1.03835,0.652424,0.656364,0.354567,0.365233,-0.686028,-0.821283,-0.425329,-0.0258072,0.931323,1.31793,0.93075,-0.36931,-0.368589,0.598176,-1.13177,0.70664,-1.01047,1.11024,0.674234,-1.06879,-0.684413,0.891033,0.312408,0.995477,0.0281138,0.257092,0.141513,0.638221,-0.0237128,-0.156131,-0.114901,-0.474203,1.16723,-1.08648,-0.598952,1.22521,-1.03232,-0.715839,-0.193683,0.453188,0.653779,-0.615403,1.24336,-0.874922,0.481939,0.461796,0.611435,-0.245315,-0.900457,0.998538,0.44456,-0.243216,-0.442373,-0.801576,-1.10679,0.814861
22 49 53 69 184 232 269 287,0.265298,1.14456,-0.855782,0.174324,-0.43774,-1.09553,-0.864595,-0.0541909,0.741278,0.586674,0.692162,-0.557952,-0.335564,-0.605059,0.75657,-0.190185,0.788098,1.13714,0.850427,0.0355923,-0.796839,0.0806979,-0.126759,-0.0602498,0.477495,0.76434,1.14788,-0.953068,1.0431,0.202795,-0.275603,1.23952,0.655273,-0.0625773,-0.170853,-0.729378,0.175687,1.1169,-0.883251,-0.584978,0.913435,-0.111904,0.589706,0.577475,-0.671066,-0.461483,0.421386,0.526029,-1.20618,-0.425865,1.14491,0.931099,0.284022,0.802466,0.529273,0.816428,-0.363458,0.840011,1.05447,0.907361,-0.192841,-0.665139,-0.770784,0.765415
91 142 225 236,-0.277306,0.269276,-0.87988,-0.499784,0.110474,0.391747,0.139158,0.0196001,0.434979,0.923464,0.172533,0.440966,-0.902043,0.593919,-0.819569,0.210379,-0.306283,0.700892,0.054979,0.0682551,-0.414675,-0.582814,0.187056,-0.496168,-0.247428,-0.467276,-0.52658,-0.781268,0.587172,0.273713,-0.152068,-0.722365,0.56553,-0.994209,0.555764,0.448247,0.702561,-0.252842,-0.0333027,-0.219042,0.88978,0.608799,-0.318215,0.0657321,-0.588459,0.361812,-0.841281,-0.323515,0.15813,-0.327552,1.01071,0.0418811,0.586034,0.803086,0.0392939,0.32948,-0.654748,-0.945593,-0.256962,0.0671979,-0.486098,-0.543898,-0.404499,0.0770284
272,-0.117143,-0.250893,0.639106,-0.466647,0.13733,0.301375,-0.62571,-0.290089,-0.597277,0.290668,0.59458,-0.0627794,0.0968163,-0.251167,0.323212,0.29918,-0.374,0.277346,0.159012,0.54517,0.365478,0.102059,0.138359,-0.242682,0.19122,0.521167,0.748277,-0.0478326,-0.292526,0.190873,0.355098,-0.039868,-0.0638766,0.309468,0.0251371,0.404257,-0.495007,-0.332873,0.213894,-0.135595,-0.426017,-0.0390658,-0.0286406,0.0190195,-0.157719,-0.94402,0.0128576,-0.5176,-0.160363,-0.0628311,0.380023,0.0738183,-0.355676,0.174198,0.195469,0.333825,-0.0201519,0.279565,-0.0775585,-0.103168,-0.0653735,0.0539333,0.370972,-0.0672688
99 272,0.13056,-0.0879728,0.23894,-0.398433,-0.523118,0.654004,-0.857705,-0.363657,-0.618738,0.0908082,0.789567,-0.268119,-0.453645,-0.50721,0.529043,0.24516,-0.012242,0.880911,0.99173,0.571993,-0.2314,-0.0471794,0.923239,-0.374863,0.348387,0.966106,1.28708,-0.489623,-0.120396,0.27743,0.119094,0.476581,0.592197,-0.26019,-0.513589,-0.305571,-0.772947,0.0405331,-0.642932,-0.138836,-0.143493,-0.180617,-0.385693,0.155265,-0.340861,-0.28197,0.441173,-0.773335,-0.54292,-0.063725,0.94163,0.6145,-0.255858,0.544076,-0.0893181,0.170355,-0.215812,-0.312739,-0.685326,-0.116501,-0.135571,-0.0320427,-0.0134055,0.187326
116 127 130 140 151 152 168 180 244,-0.744955,1.0395,-0.121999,-0.421419,-0.846633,0.302527,-0.258894,0.0250434,0.214635,0.968204,0.74854,-0.409107,-0.765754,-0.36883,0.816353,0.357608,0.393741,1.15578,0.676085,0.195189,-0.209084,0.191773,0.44237,-0.0570125,0.121234,0.826414,0.0800343,-1.11573,0.242018,0.594656,-0.280691,0.760012,0.0693343,0.030308,0.567176,-0.0974042,0.489554,0.0958107,-0.0409599,-0.452271,1.01036,0.783497,0.386823,0.800816,-0.778158,0.492278,-0.781881,0.982723,0.326671,-0.6044,1.13907,-0.0423521,0.691986,0.573911,0.0153092,0.0295636,-0.418913,0.403431,-0.0140255,0.0717408,0.502796,0.572019,-0.0255435,0.693427
0 34 101 120 140 156 162 240 288,-0.603423,0.15341,-0.00536662,0.0806853,-0.44804,0.577293,-0.50021,-0.671155,0.00862835,0.630318,0.461566,-0.0531262,-0.652245,0.252706,0.494598,0.457886,0.546497,1.18073,0.45159,-0.329218,0.518415,0.0313203,0.0458075,-0.319192,-0.0601721,0.516847,-0.0556777,-1.07327,-0.168307,0.737753,0.262821,0.474811,-0.334409,0.00552317,0.981017,0.202733,-0.0970383,-0.0135109,0.181658,-0.219151,0.705501,0.0444829,0.928864,0.830913,-0.961668,0.432346,-0.494875,0.0845101,0.289235,0.116073,1.10543,0.686972,0.302649,0.852961,-0.0433167,0.231294,-0.21173,0.416374,0.164982,0.550762,0.460825,0.052714,0.721918,-0.00237427
48 51 122 140 216 258 267 282,0.238437,0.122362,-0.0879893,0.57255,-0.418745,0.531874,-0.756851,-0.907485,0.167169,0.931798,0.642171,0.430407,-0.889503,0.0769707,0.750645,0.560287,0.412981,1.17304,0.504763,-0.146913,0.903868,0.345998,0.244399,-0.813945,-0.0676121,0.53813,0.42061,-1.12268,-0.257618,0.213214,0.436792,0.0919178,-0.900372,-0.0795011,0.415805,0.982288,-0.70884,0.223903,0.201322,-0.481317,0.241661,0.124506,0.5367,0.918696,-0.971279,0.79117,-0.876059,-0.0216775,-0.00828682,0.548017,1.15254,1.11327,0.355522,0.731544,0.399495,1.02258,-0.497947,0.93214,0.090256,0.644506,0.576412,0.0125499,0.933082,-0.0739659
